provided_interaction_type_label,provided_interaction_type_id,mapped_to_interaction_type_label,mapped_to_interaction_type_id,,,
assoc. with dominants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc..,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.genera,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.sp,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.sp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.species include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.spp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.veg,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.veg.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc.vegn,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assoc'd genera,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaite species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited dominant,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited herbs,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited plants included,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Assocaited species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited species include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited spp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited taxa,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited taxa include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Assocaited taxa include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaited with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaites,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Assocaites,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Assocaites with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaition,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocaitions,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocated plants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocated species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocated spp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocated vegetation,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocates,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocates include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocation,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocation with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocciates,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
assocciates include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associ,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associ.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associ. genera,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associaates,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associaation,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associada,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associado,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associaites include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associaition,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associaiton,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associatas,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associatd species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associatd species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associate,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate dominant species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate genera,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate grasses,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate herbs,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate of,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate plant,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate plants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associate species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associate species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate species include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate spp,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate ssp,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associate ssp,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate ssp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate taxa,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate trees,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate veg,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associate vegetation,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated  vegetation,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated  with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated accacias,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated annuals,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated biota,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated canopy vegetation,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated conifers,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated conifers include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated dominant,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated dominant,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated dominant shrubs included,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated dominants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated dominants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated dominats,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated donimants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated dormants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated dormants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated euc. species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated floa include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated flora,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated flora,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated flora,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated Flora,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated genera,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated genera,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated Genera,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated genera and species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated genera include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated ground cover,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated herbaceous species include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated herbs,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated in area,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated in area,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated in creek are,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated in creek are,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated in order of abundance,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated Insect,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated insect,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated Insect,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated lianes,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated lichens,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated orchids include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated orchids include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated palnts,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated pct,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated perennials,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated Plant,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plant,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated Plant,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plant species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated plant species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plant spp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plantas,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated plants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated plants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated Plants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants are,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants in order of abundance,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants incluced,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated plants include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants included,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated plants included,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants included the algae,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants included the dominant shrubs,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants included the weeds,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plants with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated platns,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated plats,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated secies include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated sedges include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated sedges include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated shrub,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated shrubs,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated sp,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated sp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated sp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated speceis,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated speces,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated specie,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated specied,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated specieds,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated specieds,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated Species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated Species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species (in order of abundance),,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species are,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species are as follows,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated species as follows,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species at this site,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species collected here,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated species include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Associated species include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
associated species of wash,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
